Population,Sample,Lon,Lat,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
NFN,NFN06,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN09,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN14,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN16,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN17,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN18,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN20,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN21,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN22,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN23,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN25,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN26,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NFN,NFN29,145.55,-35.68,161,133,46,5359,317,34,283,126,204,230,93,462,51,26,17,132,95,98,122
NGR,NGR03,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR04,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR06,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR10,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR12,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR14,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR15,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR17,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR21,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR22,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR23,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR27,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR28,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR29,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR30,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR31,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR32,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR34,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR35,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR36,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR37,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR39,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NGR,NGR40,148.12,-34,153,136,46,5651,314,21,293,116,197,227,82,670,69,46,12,188,157,158,171
NHI,NHI01,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI02,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI04,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI06,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI08,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI10,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI11,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI13,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI14,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI15,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI16,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI17,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI19,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI20,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI21,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI22,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI24,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI25,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI26,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI28,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI29,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NHI,NHI30,147.22,-33.84,165,129,44,5734,319,31,288,169,91,239,91,503,53,31,14,137,116,121,116
NMV,NMV01,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV03,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV04,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV05,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV06,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV08,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV09,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV10,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV12,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV13,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV14,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV16,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV18,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV19,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV20,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV23,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV25,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV26,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV28,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV29,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NMV,NMV30,144.91,-35.7,160,131,46,5233,314,35,279,126,227,227,93,417,43,24,16,122,86,86,114
NNA,NNA01,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA02,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA03,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA04,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA05,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA06,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA07,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA08,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA09,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA10,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA11,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA12,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA13,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA14,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA15,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA16,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA17,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA18,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA19,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NNA,NNA20,146.5,-34.75,166,130,44,5690,323,34,289,127,236,239,93,460,47,31,15,131,98,99,119
NTA,NTA02,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA04,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA05,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA06,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA09,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA10,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA11,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA12,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA13,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA14,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA15,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA16,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA17,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA19,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA20,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA22,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA24,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTA,NTA25,147.68,-35.25,151,134,45,5583,313,20,293,114,221,224,80,677,71,38,17,201,138,138,190
NTR,NTR01,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR05,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR07,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR10,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR13,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR16,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR21,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR22,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR23,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR24,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR25,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR26,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR27,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR28,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR29,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR30,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR31,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR32,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR33,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR34,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR35,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR36,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR38,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR39,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
NTR,NTR40,147.09,-35.31,151,128,44,5642,310,24,286,89,222,224,79,632,65,36,20,189,123,126,182
VBU,VBU01,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU03,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU05,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU06,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU08,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU09B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU11,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU12,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU13,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU14B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU15,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU16,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU17,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU19,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU21,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU22B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU24,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU25,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU26B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU27,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU29,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU30,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU31B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU32,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU34,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VBU,VBU35B,142.18,-36.82,142,130,50,4370,290,33,257,87,198,198,87,500,60,26,30,166,79,79,166
VDB,VDB52D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB54D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB56D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB58D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB60D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB61D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB62D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB63D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB64D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB65D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB67D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB69D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDB70D,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO01B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO04B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO07B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO08,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO11B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO13,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO14,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO15B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO17B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO18,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO20B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO21,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO22,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO23B,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO24,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO26,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO27,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO28,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO29,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VDB,VDO30,145.68,-36.4,150,121,45,5123,300,34,266,94,217,217,86,593,66,32,20,183,112,112,178
VGL,VGL01,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL02,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL03,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL04,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL05,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL07,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL08,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL09,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL10,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL11,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL12,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL13,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL14,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL16,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL17,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL18,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL19,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL20,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL22,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL24,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL26,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL27,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL28,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL29,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VGL,VGL30,143.53,-37.1,135,124,48,4585,283,27,256,85,194,195,77,596,72,31,28,194,100,104,191
VMA,VMA01,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA03,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA05,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA08,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA09,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA10,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA12,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA13,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA14,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA15,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA18,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA19,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA20,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA21,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA23,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA24,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA25,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
VMA,VMA26,141.82,-36.77,140,132,51,4294,287,31,256,85,195,195,85,512,64,24,33,177,75,75,177
